0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a a a a 0 2 2 0;a 2 2 a 0 a a 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a 2 a 0 0 a 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;0 a 2 a a 2 a 0;Z
0.70365701; -0.70365701; -0.00000047;0.00000047;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;355
0.70365701; -0.70365701; -0.00000044;0.00000044;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;360
0.70365701; -0.70365701; -0.00000041;0.00000041;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;365
0.70365701; -0.70365701; -0.00000038;0.00000038;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;370
0.70365701; -0.70365701; -0.00000036;0.00000036;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;375
0.70365701; -0.70365701; -0.00000033;0.00000033;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;380
0.70365701; -0.70365701; -0.00000031;0.00000031;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;385
0.70365701; -0.70365701; -0.00000029;0.00000029;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;390
0.70365701; -0.70365701; -0.00000028;0.00000028;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;395
0.70365701; -0.70365701; -0.00000026;0.00000026;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;400
0.70365701; -0.70365701; -0.00000024;0.00000024;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;405
0.70365701; -0.70365701; -0.00000023;0.00000023;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;410
0.70365701; -0.70365701; -0.00000022;0.00000022;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;415
0.70365701; -0.70365701; -0.00000020;0.00000020;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;420
0.70365701; -0.70365701; -0.00000019;0.00000019;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;425
0.70365701; -0.70365701; -0.00000018;0.00000018;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;430
0.70365701; -0.70365701; -0.00000017;0.00000017;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;435
0.70365701; -0.70365701; -0.00000016;0.00000016;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;440
0.70365701; -0.70365701; -0.00000015;0.00000015;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;445
0.70365701; -0.70365701; -0.00000014;0.00000014;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;450
0.70365701; -0.70365701; -0.00000014;0.00000014;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;455
0.70365701; -0.70365701; -0.00000013;0.00000013;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;460
0.70365701; -0.70365701; -0.00000012;0.00000012;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;465
0.70365701; -0.70365701; -0.00000012;0.00000012;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;470
0.70365701; -0.70365701; -0.00000011;0.00000011;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;475
0.70365701; -0.70365701; -0.00000010;0.00000010;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;480
0.70365701; -0.70365701; -0.00000010;0.00000010;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;485
0.70365701; -0.70365701; -0.00000009;0.00000009;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;490
0.70365701; -0.70365701; -0.00000009;0.00000009;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;495
0.70365701; -0.70365701; -0.00000009;0.00000009;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;500
0.70365701; -0.70365701; -0.00000008;0.00000008;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;505
0.70365701; -0.70365701; -0.00000008;0.00000008;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;510
0.70365701; -0.70365701; -0.00000007;0.00000007;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;515
0.70365701; -0.70365701; -0.00000007;0.00000007;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;520
0.70365701; -0.70365701; -0.00000007;0.00000007;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;525
0.70365701; -0.70365701; -0.00000006;0.00000006;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;530
0.70365701; -0.70365701; -0.00000006;0.00000006;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;535
0.70365701; -0.70365701; -0.00000006;0.00000006;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;540
0.70365701; -0.70365701; -0.00000006;0.00000006;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;545
0.70365701; -0.70365701; -0.00000005;0.00000005;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;550
0.70365701; -0.70365701; -0.00000005;0.00000005;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;555
0.70365701; -0.70365701; -0.00000005;0.00000005;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;560
0.70365701; -0.70365701; -0.00000005;0.00000005;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;565
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;570
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;575
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;580
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;585
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;590
0.70365701; -0.70365701; -0.00000004;0.00000004;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;595
0.70365701; -0.70365701; -0.00000003;0.00000003;0.00000000; -0.00000000;0.00000000; -0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;600
